,GEO,Occupation - Unit group - National Occupational Classification (NOC) 2021 (821A),Gender (3),VALUE
21849,Quebec,11100 Financial auditors and accountants,Women+,28190
21850,Quebec,11101 Financial and investment analysts,Total - Gender,16685
21851,Quebec,11101 Financial and investment analysts,Men+,8940
21852,Quebec,11101 Financial and investment analysts,Women+,7740
21853,Quebec,11102 Financial advisors,Total - Gender,24185
21854,Quebec,11102 Financial advisors,Men+,13115
21855,Quebec,11102 Financial advisors,Women+,11070
21856,Quebec,"11103 Securities agents, investment dealers and brokers",Total - Gender,2505
21857,Quebec,"11103 Securities agents, investment dealers and brokers",Men+,1595
21858,Quebec,"11103 Securities agents, investment dealers and brokers",Women+,910
21859,Quebec,11109 Other financial officers,Total - Gender,7665
21860,Quebec,11109 Other financial officers,Men+,2875
21861,Quebec,11109 Other financial officers,Women+,4785
21862,Quebec,112 Professional occupations in business,Total - Gender,87780
21863,Quebec,112 Professional occupations in business,Men+,31935
21864,Quebec,112 Professional occupations in business,Women+,55840
21865,Quebec,1120 Human resources and business service professionals,Total - Gender,87780
21866,Quebec,1120 Human resources and business service professionals,Men+,31935
21867,Quebec,1120 Human resources and business service professionals,Women+,55840
21868,Quebec,11200 Human resources professionals,Total - Gender,26725
21869,Quebec,11200 Human resources professionals,Men+,7330
21870,Quebec,11200 Human resources professionals,Women+,19390
21871,Quebec,11201 Professional occupations in business management consulting,Total - Gender,26305
21872,Quebec,11201 Professional occupations in business management consulting,Men+,14110
21873,Quebec,11201 Professional occupations in business management consulting,Women+,12195
21874,Quebec,"11202 Professional occupations in advertising, marketing and public relations",Total - Gender,34750
21875,Quebec,"11202 Professional occupations in advertising, marketing and public relations",Men+,10500
21876,Quebec,"11202 Professional occupations in advertising, marketing and public relations",Women+,24255
21877,Quebec,12 Administrative and financial supervisors and specialized administrative occupations,Total - Gender,119970
21878,Quebec,12 Administrative and financial supervisors and specialized administrative occupations,Men+,37715
21879,Quebec,12 Administrative and financial supervisors and specialized administrative occupations,Women+,82255
21880,Quebec,120 Administrative and financial supervisors,Total - Gender,14635
21881,Quebec,120 Administrative and financial supervisors,Men+,7555
21882,Quebec,120 Administrative and financial supervisors,Women+,7080
21883,Quebec,1201 Administrative and financial supervisors,Total - Gender,14635
21884,Quebec,1201 Administrative and financial supervisors,Men+,7555
21885,Quebec,1201 Administrative and financial supervisors,Women+,7080
21886,Quebec,"12010 Supervisors, general office and administrative support workers",Total - Gender,4290
21887,Quebec,"12010 Supervisors, general office and administrative support workers",Men+,2150
21888,Quebec,"12010 Supervisors, general office and administrative support workers",Women+,2135
21889,Quebec,"12011 Supervisors, finance and insurance office workers",Total - Gender,4025
21890,Quebec,"12011 Supervisors, finance and insurance office workers",Men+,980
21891,Quebec,"12011 Supervisors, finance and insurance office workers",Women+,3050
21892,Quebec,"12012 Supervisors, library, correspondence and related information workers",Total - Gender,470
21893,Quebec,"12012 Supervisors, library, correspondence and related information workers",Men+,220
21894,Quebec,"12012 Supervisors, library, correspondence and related information workers",Women+,250
21895,Quebec,"12013 Supervisors, supply chain, tracking and scheduling coordination occupations",Total - Gender,5845
21896,Quebec,"12013 Supervisors, supply chain, tracking and scheduling coordination occupations",Men+,4205
21897,Quebec,"12013 Supervisors, supply chain, tracking and scheduling coordination occupations",Women+,1645
21898,Quebec,121 Specialized administrative occupations,Total - Gender,58360
21899,Quebec,121 Specialized administrative occupations,Men+,16765
21900,Quebec,121 Specialized administrative occupations,Women+,41600
21901,Quebec,1210 Administrative and regulatory occupations,Total - Gender,52345
21902,Quebec,1210 Administrative and regulatory occupations,Men+,15790
21903,Quebec,1210 Administrative and regulatory occupations,Women+,36550
21904,Quebec,12100 Executive assistants,Total - Gender,13105
21905,Quebec,12100 Executive assistants,Men+,1320
21906,Quebec,12100 Executive assistants,Women+,11785
21907,Quebec,12101 Human resources and recruitment officers,Total - Gender,14020
21908,Quebec,12101 Human resources and recruitment officers,Men+,3685
21909,Quebec,12101 Human resources and recruitment officers,Women+,10340
21910,Quebec,12102 Procurement and purchasing agents and officers,Total - Gender,13730
21911,Quebec,12102 Procurement and purchasing agents and officers,Men+,6935
21912,Quebec,12102 Procurement and purchasing agents and officers,Women+,6795
21913,Quebec,12103 Conference and event planners,Total - Gender,4640
21914,Quebec,12103 Conference and event planners,Men+,1475
21915,Quebec,12103 Conference and event planners,Women+,3165
21916,Quebec,12104 Employment insurance and revenue officers,Total - Gender,6845
21917,Quebec,12104 Employment insurance and revenue officers,Men+,2375
21918,Quebec,12104 Employment insurance and revenue officers,Women+,4475
21919,Quebec,"1211 Court reporters, transcriptionists, records management technicians and statistical officers",Total - Gender,6020
21920,Quebec,"1211 Court reporters, transcriptionists, records management technicians and statistical officers",Men+,970
21921,Quebec,"1211 Court reporters, transcriptionists, records management technicians and statistical officers",Women+,5050
21922,Quebec,"12110 Court reporters, medical transcriptionists and related occupations",Total - Gender,2110
21923,Quebec,"12110 Court reporters, medical transcriptionists and related occupations",Men+,165
21924,Quebec,"12110 Court reporters, medical transcriptionists and related occupations",Women+,1940
21925,Quebec,12111 Health information management occupations,Total - Gender,2070
21926,Quebec,12111 Health information management occupations,Men+,200
21927,Quebec,12111 Health information management occupations,Women+,1865
21928,Quebec,12112 Records management technicians,Total - Gender,1050
21929,Quebec,12112 Records management technicians,Men+,305
21930,Quebec,12112 Records management technicians,Women+,745
21931,Quebec,12113 Statistical officers and related research support occupations,Total - Gender,800
21932,Quebec,12113 Statistical officers and related research support occupations,Men+,305
21933,Quebec,12113 Statistical officers and related research support occupations,Women+,500
21934,Quebec,"122 Accounting, insurance and related business administrative occupations",Total - Gender,46975
21935,Quebec,"122 Accounting, insurance and related business administrative occupations",Men+,13400
21936,Quebec,"122 Accounting, insurance and related business administrative occupations",Women+,33570
21937,Quebec,"1220 Accounting, insurance and related business administrative occupations",Total - Gender,46975
21938,Quebec,"1220 Accounting, insurance and related business administrative occupations",Men+,13400
21939,Quebec,"1220 Accounting, insurance and related business administrative occupations",Women+,33570
21940,Quebec,12200 Accounting technicians and bookkeepers,Total - Gender,31475
21941,Quebec,12200 Accounting technicians and bookkeepers,Men+,5055
21942,Quebec,12200 Accounting technicians and bookkeepers,Women+,26420
21943,Quebec,12201 Insurance adjusters and claims examiners,Total - Gender,6900
21944,Quebec,12201 Insurance adjusters and claims examiners,Men+,3215
21945,Quebec,12201 Insurance adjusters and claims examiners,Women+,3685
21946,Quebec,12202 Insurance underwriters,Total - Gender,2940
21947,Quebec,12202 Insurance underwriters,Men+,1120
21948,Quebec,12202 Insurance underwriters,Women+,1810
21949,Quebec,"12203 Assessors, business valuators and appraisers",Total - Gender,5665
21950,Quebec,"12203 Assessors, business valuators and appraisers",Men+,4010
21951,Quebec,"12203 Assessors, business valuators and appraisers",Women+,1655
21952,Quebec,13 Administrative occupations and transportation logistics occupations,Total - Gender,214025
21953,Quebec,13 Administrative occupations and transportation logistics occupations,Men+,33040
21954,Quebec,13 Administrative occupations and transportation logistics occupations,Women+,180985
21955,Quebec,131 Administrative occupations,Total - Gender,199340
21956,Quebec,131 Administrative occupations,Men+,25120
21957,Quebec,131 Administrative occupations,Women+,174220
21958,Quebec,"1310 Administrative, property and payroll officers",Total - Gender,90920
21959,Quebec,"1310 Administrative, property and payroll officers",Men+,20330
21960,Quebec,"1310 Administrative, property and payroll officers",Women+,70585
21961,Quebec,13100 Administrative officers,Total - Gender,75675
21962,Quebec,13100 Administrative officers,Men+,15030
21963,Quebec,13100 Administrative officers,Women+,60650
21964,Quebec,13101 Property administrators,Total - Gender,8415
21965,Quebec,13101 Property administrators,Men+,4385
21966,Quebec,13101 Property administrators,Women+,4025
21967,Quebec,13102 Payroll administrators,Total - Gender,6830
21968,Quebec,13102 Payroll administrators,Men+,920
21969,Quebec,13102 Payroll administrators,Women+,5915
21970,Quebec,"1311 Office administrative assistants - general, legal and medical",Total - Gender,108420
21971,Quebec,"1311 Office administrative assistants - general, legal and medical",Men+,4785
21972,Quebec,"1311 Office administrative assistants - general, legal and medical",Women+,103625
21973,Quebec,13110 Administrative assistants,Total - Gender,95185
21974,Quebec,13110 Administrative assistants,Men+,4260
21975,Quebec,13110 Administrative assistants,Women+,90930
21976,Quebec,13111 Legal administrative assistants,Total - Gender,6940
21977,Quebec,13111 Legal administrative assistants,Men+,355
21978,Quebec,13111 Legal administrative assistants,Women+,6590
21979,Quebec,13112 Medical administrative assistants,Total - Gender,6290
21980,Quebec,13112 Medical administrative assistants,Men+,180
21981,Quebec,13112 Medical administrative assistants,Women+,6115
21982,Quebec,132 Transportation and production logistics coordinators and customs brokers and related broker occupations,Total - Gender,14685
21983,Quebec,132 Transportation and production logistics coordinators and customs brokers and related broker occupations,Men+,7920
21984,Quebec,132 Transportation and production logistics coordinators and customs brokers and related broker occupations,Women+,6770
21985,Quebec,1320 Transportation and production logistics coordinators and customs brokers and related broker occupations,Total - Gender,14685
21986,Quebec,1320 Transportation and production logistics coordinators and customs brokers and related broker occupations,Men+,7920
21987,Quebec,1320 Transportation and production logistics coordinators and customs brokers and related broker occupations,Women+,6770
21988,Quebec,"13200 Customs, ship and other brokers",Total - Gender,1065
21989,Quebec,"13200 Customs, ship and other brokers",Men+,620
21990,Quebec,"13200 Customs, ship and other brokers",Women+,445
21991,Quebec,13201 Production and transportation logistics coordinators,Total - Gender,13620
21992,Quebec,13201 Production and transportation logistics coordinators,Men+,7295
21993,Quebec,13201 Production and transportation logistics coordinators,Women+,6325
21994,Quebec,14 Administrative and financial support and supply chain logistics occupations,Total - Gender,218145
21995,Quebec,14 Administrative and financial support and supply chain logistics occupations,Men+,81115
21996,Quebec,14 Administrative and financial support and supply chain logistics occupations,Women+,137035
21997,Quebec,"141 Office, court, and data support occupations",Total - Gender,85225
21998,Quebec,"141 Office, court, and data support occupations",Men+,16645
21999,Quebec,"141 Office, court, and data support occupations",Women+,68580
22000,Quebec,1410 Office support and court services occupations,Total - Gender,73525
22001,Quebec,1410 Office support and court services occupations,Men+,12915
22002,Quebec,1410 Office support and court services occupations,Women+,60610
22003,Quebec,14100 General office support workers,Total - Gender,32910
22004,Quebec,14100 General office support workers,Men+,7410
22005,Quebec,14100 General office support workers,Women+,25505
22006,Quebec,14101 Receptionists,Total - Gender,36010
22007,Quebec,14101 Receptionists,Men+,4335
22008,Quebec,14101 Receptionists,Women+,31680
22009,Quebec,14102 Personnel clerks,Total - Gender,3935
22010,Quebec,14102 Personnel clerks,Men+,990
22011,Quebec,14102 Personnel clerks,Women+,2940
22012,Quebec,14103 Court clerks and related court services occupations,Total - Gender,675
22013,Quebec,14103 Court clerks and related court services occupations,Men+,185
22014,Quebec,14103 Court clerks and related court services occupations,Women+,485
22015,Quebec,"1411 Survey, statistical and data entry occupations",Total - Gender,11695
22016,Quebec,"1411 Survey, statistical and data entry occupations",Men+,3725
22017,Quebec,"1411 Survey, statistical and data entry occupations",Women+,7970
22018,Quebec,14110 Survey interviewers and statistical clerks,Total - Gender,3010
22019,Quebec,14110 Survey interviewers and statistical clerks,Men+,1225
22020,Quebec,14110 Survey interviewers and statistical clerks,Women+,1785
22021,Quebec,14111 Data entry clerks,Total - Gender,8450
22022,Quebec,14111 Data entry clerks,Men+,2375
22023,Quebec,14111 Data entry clerks,Women+,6075
22024,Quebec,14112 Desktop publishing operators and related occupations,Total - Gender,240
22025,Quebec,14112 Desktop publishing operators and related occupations,Men+,130
22026,Quebec,14112 Desktop publishing operators and related occupations,Women+,110
22027,Quebec,"142 Financial, insurance and related administrative support workers",Total - Gender,49545
22028,Quebec,"142 Financial, insurance and related administrative support workers",Men+,8890
22029,Quebec,"142 Financial, insurance and related administrative support workers",Women+,40655
22030,Quebec,"1420 Financial, insurance and related administrative support workers",Total - Gender,49545
22031,Quebec,"1420 Financial, insurance and related administrative support workers",Men+,8890
22032,Quebec,"1420 Financial, insurance and related administrative support workers",Women+,40655
22033,Quebec,14200 Accounting and related clerks,Total - Gender,41970
22034,Quebec,14200 Accounting and related clerks,Men+,6560
22035,Quebec,14200 Accounting and related clerks,Women+,35405
22036,Quebec,"14201 Banking, insurance and other financial clerks",Total - Gender,4400
22037,Quebec,"14201 Banking, insurance and other financial clerks",Men+,1190
22038,Quebec,"14201 Banking, insurance and other financial clerks",Women+,3210
22039,Quebec,14202 Collection clerks,Total - Gender,3175
22040,Quebec,14202 Collection clerks,Men+,1140
22041,Quebec,14202 Collection clerks,Women+,2035
22042,Quebec,"143 Library, correspondence and other clerks",Total - Gender,7485
22043,Quebec,"143 Library, correspondence and other clerks",Men+,2105
22044,Quebec,"143 Library, correspondence and other clerks",Women+,5380
22045,Quebec,"1430 Library, correspondence and other clerks",Total - Gender,7485
22046,Quebec,"1430 Library, correspondence and other clerks",Men+,2105
22047,Quebec,"1430 Library, correspondence and other clerks",Women+,5380
22048,Quebec,14300 Library assistants and clerks,Total - Gender,2750
22049,Quebec,14300 Library assistants and clerks,Men+,610
22050,Quebec,14300 Library assistants and clerks,Women+,2140
22051,Quebec,"14301 Correspondence, publication and regulatory clerks",Total - Gender,4735
22052,Quebec,"14301 Correspondence, publication and regulatory clerks",Men+,1495
22053,Quebec,"14301 Correspondence, publication and regulatory clerks",Women+,3240
22054,Quebec,"144 Supply chain logistics, tracking and scheduling coordination occupations",Total - Gender,75895
22055,Quebec,"144 Supply chain logistics, tracking and scheduling coordination occupations",Men+,53480
22056,Quebec,"144 Supply chain logistics, tracking and scheduling coordination occupations",Women+,22415
22057,Quebec,"1440 Supply chain logistics, tracking and scheduling coordination occupations",Total - Gender,75895
22058,Quebec,"1440 Supply chain logistics, tracking and scheduling coordination occupations",Men+,53480
22059,Quebec,"1440 Supply chain logistics, tracking and scheduling coordination occupations",Women+,22415
22060,Quebec,14400 Shippers and receivers,Total - Gender,39790
22061,Quebec,14400 Shippers and receivers,Men+,29740
22062,Quebec,14400 Shippers and receivers,Women+,10055
22063,Quebec,14401 Storekeepers and partspersons,Total - Gender,15880
22064,Quebec,14401 Storekeepers and partspersons,Men+,12820
22065,Quebec,14401 Storekeepers and partspersons,Women+,3065
22066,Quebec,14402 Production logistics workers,Total - Gender,2690
22067,Quebec,14402 Production logistics workers,Men+,1185
22068,Quebec,14402 Production logistics workers,Women+,1505
22069,Quebec,14403 Purchasing and inventory control workers,Total - Gender,7940
22070,Quebec,14403 Purchasing and inventory control workers,Men+,4230
22071,Quebec,14403 Purchasing and inventory control workers,Women+,3710
22072,Quebec,14404 Dispatchers,Total - Gender,8575
22073,Quebec,14404 Dispatchers,Men+,4995
22074,Quebec,14404 Dispatchers,Women+,3580
22075,Quebec,14405 Transportation route and crew schedulers,Total - Gender,1015
22076,Quebec,14405 Transportation route and crew schedulers,Men+,505
22077,Quebec,14405 Transportation route and crew schedulers,Women+,510
22078,Quebec,2 Natural and applied sciences and related occupations,Total - Gender,376995
22079,Quebec,2 Natural and applied sciences and related occupations,Men+,284830
22080,Quebec,2 Natural and applied sciences and related occupations,Women+,92160
22081,Quebec,"20 Specialized middle management occupations in engineering, architecture, science and information systems",Total - Gender,27430
22082,Quebec,"20 Specialized middle management occupations in engineering, architecture, science and information systems",Men+,20375
22083,Quebec,"20 Specialized middle management occupations in engineering, architecture, science and information systems",Women+,7050
22084,Quebec,"200 Specialized middle management occupations in engineering, architecture, science and information systems",Total - Gender,27430
22085,Quebec,"200 Specialized middle management occupations in engineering, architecture, science and information systems",Men+,20375
22086,Quebec,"200 Specialized middle management occupations in engineering, architecture, science and information systems",Women+,7050
22087,Quebec,"2001 Managers in engineering, architecture, science and information systems",Total - Gender,27430
22088,Quebec,"2001 Managers in engineering, architecture, science and information systems",Men+,20375
22089,Quebec,"2001 Managers in engineering, architecture, science and information systems",Women+,7050
22090,Quebec,20010 Engineering managers,Total - Gender,5680
22091,Quebec,20010 Engineering managers,Men+,4590
22092,Quebec,20010 Engineering managers,Women+,1095
22093,Quebec,20011 Architecture and science managers,Total - Gender,3715
22094,Quebec,20011 Architecture and science managers,Men+,2170
22095,Quebec,20011 Architecture and science managers,Women+,1545
22096,Quebec,20012 Computer and information systems managers,Total - Gender,18030
22097,Quebec,20012 Computer and information systems managers,Men+,13620
22098,Quebec,20012 Computer and information systems managers,Women+,4405
22099,Quebec,21 Professional occupations in natural and applied sciences,Total - Gender,210745
22100,Quebec,21 Professional occupations in natural and applied sciences,Men+,158525
22101,Quebec,21 Professional occupations in natural and applied sciences,Women+,52220
22102,Quebec,211 Professional occupations in natural sciences,Total - Gender,21670
22103,Quebec,211 Professional occupations in natural sciences,Men+,10810
22104,Quebec,211 Professional occupations in natural sciences,Women+,10865
22105,Quebec,2110 Physical science professionals,Total - Gender,6865
22106,Quebec,2110 Physical science professionals,Men+,4105
22107,Quebec,2110 Physical science professionals,Women+,2760
22108,Quebec,21100 Physicists and astronomers,Total - Gender,695
22109,Quebec,21100 Physicists and astronomers,Men+,550
22110,Quebec,21100 Physicists and astronomers,Women+,145
22111,Quebec,21101 Chemists,Total - Gender,4545
22112,Quebec,21101 Chemists,Men+,2365
22113,Quebec,21101 Chemists,Women+,2180
22114,Quebec,21102 Geoscientists and oceanographers,Total - Gender,1165
22115,Quebec,21102 Geoscientists and oceanographers,Men+,840
22116,Quebec,21102 Geoscientists and oceanographers,Women+,320
22117,Quebec,21103 Meteorologists and climatologists,Total - Gender,305
22118,Quebec,21103 Meteorologists and climatologists,Men+,230
22119,Quebec,21103 Meteorologists and climatologists,Women+,75
22120,Quebec,21109 Other professional occupations in physical sciences,Total - Gender,160
22121,Quebec,21109 Other professional occupations in physical sciences,Men+,115
22122,Quebec,21109 Other professional occupations in physical sciences,Women+,40
22123,Quebec,2111 Life science professionals,Total - Gender,11065
22124,Quebec,2111 Life science professionals,Men+,4890
22125,Quebec,2111 Life science professionals,Women+,6175
22126,Quebec,21110 Biologists and related scientists,Total - Gender,7395
22127,Quebec,21110 Biologists and related scientists,Men+,2585
22128,Quebec,21110 Biologists and related scientists,Women+,4810
22129,Quebec,21111 Forestry professionals,Total - Gender,1510
22130,Quebec,21111 Forestry professionals,Men+,1260
22131,Quebec,21111 Forestry professionals,Women+,250
22132,Quebec,"21112 Agricultural representatives, consultants and specialists",Total - Gender,2165
22133,Quebec,"21112 Agricultural representatives, consultants and specialists",Men+,1045
22134,Quebec,"21112 Agricultural representatives, consultants and specialists",Women+,1120
22135,Quebec,2112 Public and environmental health and safety professionals,Total - Gender,3740
22136,Quebec,2112 Public and environmental health and safety professionals,Men+,1815
22137,Quebec,2112 Public and environmental health and safety professionals,Women+,1925
22138,Quebec,21120 Public and environmental health and safety professionals,Total - Gender,3740
22139,Quebec,21120 Public and environmental health and safety professionals,Men+,1815
22140,Quebec,21120 Public and environmental health and safety professionals,Women+,1925
22141,Quebec,212 Professional occupations in applied sciences (except engineering),Total - Gender,132600
22142,Quebec,212 Professional occupations in applied sciences (except engineering),Men+,100635
22143,Quebec,212 Professional occupations in applied sciences (except engineering),Women+,31965
22144,Quebec,"2120 Architects, urban planners and land surveyors",Total - Gender,12315
22145,Quebec,"2120 Architects, urban planners and land surveyors",Men+,7520
22146,Quebec,"2120 Architects, urban planners and land surveyors",Women+,4795
22147,Quebec,21200 Architects,Total - Gender,5855
22148,Quebec,21200 Architects,Men+,3135
22149,Quebec,21200 Architects,Women+,2715
22150,Quebec,21201 Landscape architects,Total - Gender,575
22151,Quebec,21201 Landscape architects,Men+,250
22152,Quebec,21201 Landscape architects,Women+,325
22153,Quebec,21202 Urban and land use planners,Total - Gender,3750
22154,Quebec,21202 Urban and land use planners,Men+,2295
22155,Quebec,21202 Urban and land use planners,Women+,1450
22156,Quebec,21203 Land surveyors,Total - Gender,2130
22157,Quebec,21203 Land surveyors,Men+,1830
22158,Quebec,21203 Land surveyors,Women+,300
22159,Quebec,"2121 Mathematicians, statisticians, actuaries and data scientists",Total - Gender,7105
22160,Quebec,"2121 Mathematicians, statisticians, actuaries and data scientists",Men+,4460
22161,Quebec,"2121 Mathematicians, statisticians, actuaries and data scientists",Women+,2645
22162,Quebec,"21210 Mathematicians, statisticians and actuaries",Total - Gender,4525
22163,Quebec,"21210 Mathematicians, statisticians and actuaries",Men+,2605
22164,Quebec,"21210 Mathematicians, statisticians and actuaries",Women+,1925
22165,Quebec,21211 Data scientists,Total - Gender,2580
22166,Quebec,21211 Data scientists,Men+,1865
22167,Quebec,21211 Data scientists,Women+,720
22168,Quebec,2122 Computer and information systems professionals,Total - Gender,46700
22169,Quebec,2122 Computer and information systems professionals,Men+,33310
22170,Quebec,2122 Computer and information systems professionals,Women+,13390
22171,Quebec,21220 Cybersecurity specialists,Total - Gender,3220
22172,Quebec,21220 Cybersecurity specialists,Men+,2695
22173,Quebec,21220 Cybersecurity specialists,Women+,525
22174,Quebec,21221 Business systems specialists,Total - Gender,4450
22175,Quebec,21221 Business systems specialists,Men+,2615
22176,Quebec,21221 Business systems specialists,Women+,1835
22177,Quebec,21222 Information systems specialists,Total - Gender,31890
22178,Quebec,21222 Information systems specialists,Men+,23570
22179,Quebec,21222 Information systems specialists,Women+,8320
22180,Quebec,21223 Database analysts and data administrators,Total - Gender,7140
22181,Quebec,21223 Database analysts and data administrators,Men+,4430
22182,Quebec,21223 Database analysts and data administrators,Women+,2710
22183,Quebec,"2123 Computer, software and Web designers and developers",Total - Gender,66485
22184,Quebec,"2123 Computer, software and Web designers and developers",Men+,55345
22185,Quebec,"2123 Computer, software and Web designers and developers",Women+,11140
22186,Quebec,21230 Computer systems developers and programmers,Total - Gender,18225
22187,Quebec,21230 Computer systems developers and programmers,Men+,15895
22188,Quebec,21230 Computer systems developers and programmers,Women+,2325
22189,Quebec,21231 Software engineers and designers,Total - Gender,12225
22190,Quebec,21231 Software engineers and designers,Men+,10470
22191,Quebec,21231 Software engineers and designers,Women+,1760
22192,Quebec,21232 Software developers and programmers,Total - Gender,18255
22193,Quebec,21232 Software developers and programmers,Men+,15460
22194,Quebec,21232 Software developers and programmers,Women+,2795
22195,Quebec,21233 Web designers,Total - Gender,2515
22196,Quebec,21233 Web designers,Men+,1620
22197,Quebec,21233 Web designers,Women+,890
22198,Quebec,21234 Web developers and programmers,Total - Gender,15270
22199,Quebec,21234 Web developers and programmers,Men+,11900
22200,Quebec,21234 Web developers and programmers,Women+,3370
22201,Quebec,213 Professional occupations in engineering,Total - Gender,56470
22202,Quebec,213 Professional occupations in engineering,Men+,47080
22203,Quebec,213 Professional occupations in engineering,Women+,9390
22204,Quebec,2130 Civil and mechanical engineers,Total - Gender,28040
22205,Quebec,2130 Civil and mechanical engineers,Men+,23525
22206,Quebec,2130 Civil and mechanical engineers,Women+,4510
22207,Quebec,21300 Civil engineers,Total - Gender,14460
22208,Quebec,21300 Civil engineers,Men+,11355
22209,Quebec,21300 Civil engineers,Women+,3105
22210,Quebec,21301 Mechanical engineers,Total - Gender,13575
22211,Quebec,21301 Mechanical engineers,Men+,12170
22212,Quebec,21301 Mechanical engineers,Women+,1405
22213,Quebec,"2131 Electrical, electronics and computer engineers",Total - Gender,15600
22214,Quebec,"2131 Electrical, electronics and computer engineers",Men+,13840
22215,Quebec,"2131 Electrical, electronics and computer engineers",Women+,1760
22216,Quebec,21310 Electrical and electronics engineers,Total - Gender,9365
22217,Quebec,21310 Electrical and electronics engineers,Men+,8365
22218,Quebec,21310 Electrical and electronics engineers,Women+,1000
22219,Quebec,21311 Computer engineers (except software engineers and designers),Total - Gender,6230
22220,Quebec,21311 Computer engineers (except software engineers and designers),Men+,5475
22221,Quebec,21311 Computer engineers (except software engineers and designers),Women+,755
22222,Quebec,2132 Manufacturing and processing engineers,Total - Gender,7230
22223,Quebec,2132 Manufacturing and processing engineers,Men+,5305
22224,Quebec,2132 Manufacturing and processing engineers,Women+,1925
22225,Quebec,21320 Chemical engineers,Total - Gender,1890
22226,Quebec,21320 Chemical engineers,Men+,1250
22227,Quebec,21320 Chemical engineers,Women+,635
22228,Quebec,21321 Industrial and manufacturing engineers,Total - Gender,4715
22229,Quebec,21321 Industrial and manufacturing engineers,Men+,3540
22230,Quebec,21321 Industrial and manufacturing engineers,Women+,1170
22231,Quebec,21322 Metallurgical and materials engineers,Total - Gender,625
22232,Quebec,21322 Metallurgical and materials engineers,Men+,510
22233,Quebec,21322 Metallurgical and materials engineers,Women+,115
22234,Quebec,2133 Natural resources engineers,Total - Gender,1435
22235,Quebec,2133 Natural resources engineers,Men+,1145
22236,Quebec,2133 Natural resources engineers,Women+,290
22237,Quebec,21330 Mining engineers,Total - Gender,645
22238,Quebec,21330 Mining engineers,Men+,540
22239,Quebec,21330 Mining engineers,Women+,105
22240,Quebec,21331 Geological engineers,Total - Gender,695
22241,Quebec,21331 Geological engineers,Men+,525
22242,Quebec,21331 Geological engineers,Women+,170
22243,Quebec,21332 Petroleum engineers,Total - Gender,95
22244,Quebec,21332 Petroleum engineers,Men+,80
22245,Quebec,21332 Petroleum engineers,Women+,15
22246,Quebec,2139 Other engineers,Total - Gender,4175
22247,Quebec,2139 Other engineers,Men+,3265
22248,Quebec,2139 Other engineers,Women+,910
22249,Quebec,21390 Aerospace engineers,Total - Gender,2855
22250,Quebec,21390 Aerospace engineers,Men+,2405
22251,Quebec,21390 Aerospace engineers,Women+,445
22252,Quebec,21399 Other professional engineers,Total - Gender,1320
22253,Quebec,21399 Other professional engineers,Men+,865
22254,Quebec,21399 Other professional engineers,Women+,460
22255,Quebec,22 Technical occupations related to natural and applied sciences,Total - Gender,138815
22256,Quebec,22 Technical occupations related to natural and applied sciences,Men+,105930
22257,Quebec,22 Technical occupations related to natural and applied sciences,Women+,32890
22258,Quebec,221 Technical occupations related to natural sciences,Total - Gender,19275
22259,Quebec,221 Technical occupations related to natural sciences,Men+,10595
22260,Quebec,221 Technical occupations related to natural sciences,Women+,8675
22261,Quebec,2210 Technical occupations in physical sciences,Total - Gender,6545
22262,Quebec,2210 Technical occupations in physical sciences,Men+,3535
22263,Quebec,2210 Technical occupations in physical sciences,Women+,3010
22264,Quebec,22100 Chemical technologists and technicians,Total - Gender,4645
22265,Quebec,22100 Chemical technologists and technicians,Men+,2040
22266,Quebec,22100 Chemical technologists and technicians,Women+,2605
22267,Quebec,22101 Geological and mineral technologists and technicians,Total - Gender,1900
22268,Quebec,22101 Geological and mineral technologists and technicians,Men+,1495
22269,Quebec,22101 Geological and mineral technologists and technicians,Women+,405
22270,Quebec,2211 Technical occupations in life sciences,Total - Gender,12730
22271,Quebec,2211 Technical occupations in life sciences,Men+,7060
22272,Quebec,2211 Technical occupations in life sciences,Women+,5670
22273,Quebec,22110 Biological technologists and technicians,Total - Gender,2690
22274,Quebec,22110 Biological technologists and technicians,Men+,1280
22275,Quebec,22110 Biological technologists and technicians,Women+,1405
22276,Quebec,22111 Agricultural and fish products inspectors,Total - Gender,740
22277,Quebec,22111 Agricultural and fish products inspectors,Men+,280
22278,Quebec,22111 Agricultural and fish products inspectors,Women+,460
22279,Quebec,22112 Forestry technologists and technicians,Total - Gender,2150
22280,Quebec,22112 Forestry technologists and technicians,Men+,1735
22281,Quebec,22112 Forestry technologists and technicians,Women+,415
22282,Quebec,22113 Conservation and fishery officers,Total - Gender,675
22283,Quebec,22113 Conservation and fishery officers,Men+,450
22284,Quebec,22113 Conservation and fishery officers,Women+,235
22285,Quebec,22114 Landscape and horticulture technicians and specialists,Total - Gender,6475
22286,Quebec,22114 Landscape and horticulture technicians and specialists,Men+,3320
22287,Quebec,22114 Landscape and horticulture technicians and specialists,Women+,3155
22288,Quebec,222 Technical occupations related to applied sciences (except engineering),Total - Gender,69065
22289,Quebec,222 Technical occupations related to applied sciences (except engineering),Men+,51625
22290,Quebec,222 Technical occupations related to applied sciences (except engineering),Women+,17440
22291,Quebec,"2221 Technical occupations in architecture, drafting, surveying, geomatics and meteorology",Total - Gender,19695
